group,subgroup,caresettingprincipal,codecat,codetype,code,t1_index,t2_index,t2_fup,t3_index,t3_fup,t4_index,t4_fup,rawlabdatetype,rawlabresult,codesupply
pregnant,delivery,'IP*',DX,09,66522,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66531,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66541,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66551,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66561,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66571,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66572,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66581,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66582,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66591,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66592,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66602,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66612,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66622,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66632,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66702,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66712,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66801,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66802,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66811,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66812,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66821,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66822,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66881,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66882,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66891,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66892,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66901,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66902,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66911,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66912,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66921,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66922,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66932,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66941,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66942,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66951,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66961,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66971,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66981,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66982,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66991,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,66992,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67002,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67012,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67022,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67032,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67082,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67101,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67102,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67111,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67112,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67121,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67122,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67131,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67142,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67151,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67152,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67181,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67182,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67191,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67192,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67202,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67301,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67302,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67311,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67312,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67321,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67322,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67331,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67332,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67381,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67382,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67401,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67402,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67412,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67422,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67432,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67442,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67451,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67452,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67482,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67492,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67501,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67502,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67511,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67512,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67521,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67522,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67581,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67582,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67591,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67592,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67601,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67602,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67611,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67612,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67621,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67622,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67631,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67632,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67641,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67642,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67651,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67652,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67661,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67662,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67681,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67682,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67691,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67692,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67801,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67811,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67901,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67902,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67911,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,67912,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,72,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,720,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,721,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,722,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7221,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7229,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,723,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7231,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7239,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,724,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,725,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7251,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7252,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7253,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7254,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,726,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,727,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7271,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7279,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,728,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,729,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,73,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,730,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7301,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7309,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,731,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,732,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7321,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7322,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,733,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,734,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,735,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7351,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7359,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,736,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,738,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,739,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7391,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7392,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7393,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7394,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7399,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,740,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,741,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,742,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,744,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,749,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',PX,09,7499,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,7630,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,7632,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,7633,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,7634,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,7636,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,7680,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,7681,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V27,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V270,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V271,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V272,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V273,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V274,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V275,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V276,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V277,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V279,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V30,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V300,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3000,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3001,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V301,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V302,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V31,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V310,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3100,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3101,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V311,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V312,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V32,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V320,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3200,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3201,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V321,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V322,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V33,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V330,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3300,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3301,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V331,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V332,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V34,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V340,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3400,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3401,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V341,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V342,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V35,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V350,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3500,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3501,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V351,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V352,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V36,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V360,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3600,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3601,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V361,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V362,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V37,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V370,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3700,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3701,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V371,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V372,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V39,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V390,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3900,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V3901,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V391,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
pregnant,delivery,'IP*',DX,09,V392,NOT,NOT,NOT,NOT,NOT,DEF,NOT,,,NA
