group,t4cohortdef,t4washper,episodegap,ittdays,t4fupwashper,t4cohortdef2,t4washper2,episodegap2,ittdays2,t4fupwashper2,concwashper
pregnant,02,168,7,273,NA,02,0,NA,1,NA,NA
